---
source: R[v4.4.3]::data.table[v1.17.0]::fwrite
creation_time_utc: 2025-03-10 08:27:26
schema:
  fields:
  - name: species
    type: character
  - name: ID
    type: integer
  - name: year_
    type: integer
  - name: date_
    type: Date
  - name: caught_time
    type: POSIXct
  - name: bled_time
    type: POSIXct
  - name: sex
    type: character
  - name: tarsus
    type: numeric
  - name: wing
    type: numeric
  - name: weight
    type: numeric
  - name: testo
    type: numeric
  - name: volume
    type: numeric
  - name: GnRH
    type: character
  - name: haema
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
species,ID,year_,date_,caught_time,bled_time,sex,tarsus,wing,weight,testo,volume,GnRH,haema
REPH,270170083,2018,2018-06-19,2018-06-19T14:39:00Z,2018-06-19T14:42:00Z,F,21.7999992370605,141,54.2999992370606,409.61389,45,,54.5
REPH,270170084,2018,2018-06-19,2018-06-19T15:12:00Z,2018-06-19T15:16:00Z,F,22.1000003814697,139.5,60.0999984741211,673.27477,10,,53
REPH,270170085,2018,2018-06-19,2018-06-19T14:39:00Z,2018-06-19T14:52:00Z,M,21.2999992370606,133,48.0999984741211,1809.64526,27,,52
REPH,270170086,2018,2018-06-19,2018-06-19T16:30:00Z,2018-06-19T16:35:00Z,M,22.1000003814697,130,52.0999984741211,12698.07609,23,,59
REPH,270170087,2018,2018-06-20,2018-06-20T10:32:00Z,2018-06-20T10:35:00Z,F,23.3999996185303,144,63.2999992370606,398.04837,6,,53
REPH,270170088,2018,2018-06-20,2018-06-20T11:30:00Z,2018-06-20T11:43:00Z,M,21.7999992370605,132,43.7000007629395,1087.05688,21,,52
REPH,270170090,2018,2018-06-20,2018-06-20T14:07:00Z,2018-06-20T14:14:00Z,F,21.7999992370605,141,59.7000007629395,515.2421,46,,57
REPH,270170091,2018,2018-06-20,2018-06-20T14:29:00Z,2018-06-20T14:32:00Z,M,22.2000007629395,132,47.2999992370606,2542.6197,16,,52
REPH,270170092,2018,2018-06-20,2018-06-20T15:14:00Z,2018-06-20T15:17:00Z,M,21.8999996185303,136,49,1596.16361,23,,51
REPH,270170093,2018,2018-06-20,2018-06-20T16:08:00Z,2018-06-20T16:13:00Z,F,22.1000003814697,142,64.9000015258789,234.03385,53,,52
REPH,270170094,2018,2018-06-21,2018-06-21T10:19:00Z,2018-06-21T10:24:00Z,M,22.5,134,48.2000007629395,12879.1343,12,,53
REPH,270170095,2018,2018-06-21,2018-06-21T10:19:00Z,2018-06-21T10:33:00Z,F,22.7000007629395,137,59.2000007629395,187.18881,40,,54
REPH,270170096,2018,2018-06-21,2018-06-21T11:14:00Z,2018-06-21T11:17:00Z,F,23.2999992370605,142,56.0999984741211,761.52179,8,,56
REPH,270170097,2018,2018-06-21,2018-06-21T11:10:00Z,2018-06-21T11:28:00Z,M,22.7999992370606,136,51.4000015258789,11088.50608,15,,55
REPH,270170098,2018,2018-06-21,2018-06-21T12:24:00Z,2018-06-21T12:40:00Z,F,22.8999996185303,138,58.2000007629395,360.72785,42,,52
REPH,270170099,2018,2018-06-23,2018-06-23T11:27:00Z,2018-06-23T11:34:00Z,M,22.1000003814697,134,51.4000015258789,1116.57944,35,,56
REPH,270170100,2018,2018-06-23,2018-06-23T11:54:00Z,2018-06-23T11:58:00Z,F,22.2000007629395,141,64.0999984741211,392.04726,50,,58
REPH,270170101,2017,2017-05-30,2017-05-30T14:28:00Z,2017-05-30T14:34:00Z,F,23.7800006866455,133,59.2999992370606,77.07851,17,,52
REPH,270170102,2017,2017-05-31,2017-05-31T09:34:00Z,2017-05-31T09:45:00Z,F,22.5,141,65.9000015258789,460.0433,24,,56
REPH,270170103,2017,2017-05-31,2017-05-31T10:10:00Z,2017-05-31T10:17:00Z,F,21.8700008392334,140.5,54.5,1062.15761,28,,53
REPH,270170104,2017,2017-05-31,2017-05-31T14:02:00Z,2017-05-31T14:10:00Z,F,23.3400001525879,142.5,59.7000007629395,794.60153,8,,58
REPH,270170106,2017,2017-05-31,2017-05-31T15:07:00Z,2017-05-31T15:20:00Z,F,23.3500003814697,136.5,61.4000015258789,173.56093,22,,58
REPH,270170107,2017,2017-06-01,2017-06-01T10:08:00Z,2017-06-01T10:12:00Z,F,22.8999996185303,143,57.5999984741211,369.66736,26,,52
REPH,270170108,2017,2017-06-01,2017-06-01T10:50:00Z,2017-06-01T10:56:00Z,F,21.9500007629395,141,59.0999984741211,414.02056,22,,59
REPH,270170109,2017,2017-06-01,2017-06-01T11:16:00Z,2017-06-01T11:22:00Z,F,22.25,138,65.8000030517578,324.32136,7,,48
REPH,270170110,2017,2017-06-01,2017-06-01T12:07:00Z,2017-06-01T12:12:00Z,F,21.8299999237061,139,56.5,1002.17076,24,,60
REPH,270170111,2017,2017-06-01,2017-06-01T15:09:00Z,2017-06-01T15:14:00Z,F,23.4099998474121,141,71.3000030517578,555.85266,20,,56
REPH,270170112,2017,2017-06-01,2017-06-01T15:32:00Z,2017-06-01T15:38:00Z,F,23.3999996185303,145,61.7999992370606,460.30841,43,,55
REPH,270170113,2017,2017-06-01,2017-06-01T15:55:00Z,2017-06-01T16:04:00Z,F,22.6100006103516,140,64.0999984741211,224.52479,20,,55
REPH,270170114,2017,2017-06-01,2017-06-01T16:22:00Z,2017-06-01T16:29:00Z,F,22.8099994659424,143,56.2000007629395,513.61738,20,,52
REPH,270170115,2017,2017-06-01,2017-06-01T19:16:00Z,2017-06-01T19:28:00Z,F,22.8600006103516,139,58.0999984741211,1132.4042,22,,51
REPH,270170116,2017,2017-06-03,2017-06-03T10:57:00Z,2017-06-03T11:05:00Z,F,23.2800006866455,144,58.4000015258789,278.30523,25,,52
REPH,270170118,2017,2017-06-03,2017-06-03T16:20:00Z,2017-06-03T16:30:00Z,F,21.5400009155273,144,52.2999992370606,495.14286,18,,54
REPH,270170119,2017,2017-06-03,2017-06-03T17:10:00Z,2017-06-03T17:20:00Z,F,21.0499992370605,139,58.2999992370606,284.49582,18,,62
REPH,270170122,2017,2017-06-04,2017-06-04T17:25:00Z,2017-06-04T17:33:00Z,F,23.3299999237061,137.5,61.7999992370606,264.64798,15,,58
REPH,270170123,2017,2017-06-06,2017-06-06T19:47:00Z,2017-06-06T19:56:00Z,F,22.5,138,64.8000030517578,198.13032,22,,56
REPH,270170124,2017,2017-06-07,2017-06-07T09:42:00Z,2017-06-07T09:56:00Z,F,22.5799999237061,140.5,63.7000007629395,876.54262,38,,55.5
REPH,270170125,2017,2017-06-07,2017-06-07T10:25:00Z,2017-06-07T10:39:00Z,F,21.2000007629395,139,52,192.82645,84,,45.8
REPH,270170125,2018,2018-06-13,2018-06-13T11:51:00Z,2018-06-13T12:10:00Z,F,21.2999992370606,140,46.2000007629395,565.66181,25,,50.8
REPH,270170126,2017,2017-06-10,2017-06-10T10:37:00Z,2017-06-10T10:58:00Z,F,23.5599994659424,141,60.7000007629395,136.17221,41,,48.5
REPH,270170127,2017,2017-06-11,2017-06-11T10:15:00Z,2017-06-11T10:28:00Z,F,21.5400009155273,138.5,52.7999992370606,365.84663,45,,53
REPH,270170128,2017,2017-06-11,2017-06-11T12:41:00Z,2017-06-11T12:49:00Z,F,22.2199993133545,144,56.5,191.93256,14,,60
REPH,270170130,2017,2017-06-12,2017-06-12T17:08:00Z,2017-06-12T17:15:00Z,F,22.9200000762939,142,60.5999984741211,298.09323,58,,54.3
REPH,270170131,2017,2017-06-12,2017-06-12T17:36:00Z,2017-06-12T17:45:00Z,F,21.4799995422363,136,57.2000007629395,376.95218,7,,50
REPH,270170132,2017,2017-06-12,2017-06-12T18:30:00Z,2017-06-12T18:38:00Z,F,22.3299999237061,136.5,51.7999992370606,161.71119,21,,55
REPH,270170133,2017,2017-06-13,2017-06-13T12:44:00Z,2017-06-13T12:52:00Z,F,21.9099998474121,137.5,51.2999992370606,1234.6907,33,,53.5
REPH,270170134,2017,2017-06-14,2017-06-14T10:52:00Z,2017-06-14T11:00:00Z,F,22.6800003051758,141.5,56.5,667.812,13,,51
REPH,270170135,2017,2017-06-14,2017-06-14T11:50:00Z,2017-06-14T12:06:00Z,F,21.6399993896484,140,52.0999984741211,321.72269,31,,55.5
REPH,270170138,2017,2017-06-14,2017-06-14T17:30:00Z,2017-06-14T17:42:00Z,F,22.6499996185303,139,64,329.36816,16,,52
REPH,270170139,2017,2017-06-16,2017-06-16T15:27:00Z,2017-06-16T15:37:00Z,F,22.1800003051758,140,61.2999992370606,511.28503,52,,53
REPH,270170140,2017,2017-06-16,2017-06-16T16:05:00Z,2017-06-16T16:17:00Z,M,21.6299991607666,132,40.7000007629395,266.77759,58,,49.7
REPH,270170141,2017,2017-06-16,2017-06-16T17:14:00Z,2017-06-16T17:20:00Z,F,22.1599998474121,139,55.2000007629395,203.85947,51,,49
REPH,270170142,2017,2017-06-16,2017-06-16T17:36:00Z,2017-06-16T17:43:00Z,F,22.9699993133545,145,62.0999984741211,1491.05737,42,,55.5
REPH,270170143,2017,2017-06-17,2017-06-17T11:02:00Z,2017-06-17T11:13:00Z,F,22.7999992370606,139,62.5,238.8879,21,,56
REPH,270170144,2017,2017-06-18,2017-06-18T12:12:00Z,2017-06-18T12:18:00Z,M,22.5200004577637,139,50.0999984741211,2619.91796,20,,52
REPH,270170145,2017,2017-06-18,2017-06-18T12:12:00Z,2017-06-18T12:31:00Z,F,21.7900009155273,140.5,50.4000015258789,370.04627,46,,51.5
REPH,270170147,2017,2017-06-18,2017-06-18T12:38:00Z,2017-06-18T12:54:00Z,F,22.4899997711182,140,52.5,129.41266,26,,59
REPH,270170148,2017,2017-06-18,2017-06-18T13:06:00Z,2017-06-18T13:22:00Z,M,22,129.5,48.2000007629395,6553.04029,10,,49
REPH,270170149,2017,2017-06-18,2017-06-18T13:06:00Z,2017-06-18T13:30:00Z,F,23.2199993133545,145,56.2999992370606,123.65172,52,,54.8
REPH,270170150,2017,2017-06-21,2017-06-21T15:55:00Z,2017-06-21T16:01:00Z,M,21.1200008392334,134,47.7999992370606,2119.3846,17,,60
REPH,270170151,2017,2017-06-21,2017-06-21T16:20:00Z,2017-06-21T16:28:00Z,M,22.2700004577637,135,45,4022.60265,11,,53
REPH,270170152,2017,2017-06-21,2017-06-21T16:15:00Z,2017-06-21T16:37:00Z,F,22.7299995422363,145,67.4000015258789,122.56869,26,,55
REPH,270170154,2017,2017-06-22,2017-06-22T10:41:00Z,2017-06-22T10:48:00Z,F,23.6200008392334,141,59.5999984741211,129.89794,10,,52
REPH,270170155,2017,2017-06-22,2017-06-22T10:58:00Z,2017-06-22T11:08:00Z,M,21.8899993896484,128,55,130.05583,41,,50.5
REPH,270170156,2017,2017-06-22,2017-06-22T11:28:00Z,2017-06-22T11:37:00Z,F,22.4500007629395,140,61.4000015258789,679.91398,42,,57
REPH,270170157,2017,2017-06-22,2017-06-22T12:13:00Z,2017-06-22T12:19:00Z,M,22.2399997711182,136,55.9000015258789,5611.00529,25,,52
REPH,270170158,2017,2017-06-22,2017-06-22T12:13:00Z,2017-06-22T12:29:00Z,F,21.9899997711182,140,57.9000015258789,65.89442,21,,53.5
REPH,270170159,2017,2017-06-22,2017-06-22T13:42:00Z,2017-06-22T13:54:00Z,F,22.3899993896484,142,66.0999984741211,155.68147,14,,54
REPH,270170160,2017,2017-06-22,2017-06-22T14:39:00Z,2017-06-22T14:56:00Z,F,23.4899997711182,140,60.2999992370606,277.67713,62,,56.5
REPH,270170161,2017,2017-06-22,2017-06-22T14:42:00Z,2017-06-22T15:07:00Z,M,22.8700008392334,132,48.5999984741211,295.44524,52,,55.5
REPH,270170162,2017,2017-06-22,2017-06-22T15:20:00Z,2017-06-22T15:29:00Z,M,20.8500003814697,132,55.4000015258789,823.09764,21,,58
REPH,270170163,2017,2017-06-22,2017-06-22T15:44:00Z,2017-06-22T15:50:00Z,F,21.6499996185303,138,60.2999992370606,464.72923,47,,55.2
REPH,270170164,2017,2017-06-22,2017-06-22T16:08:00Z,2017-06-22T16:22:00Z,F,22.9099998474121,140,55,47.50524,33,,55.5
REPH,270170166,2017,2017-06-23,2017-06-23T11:32:00Z,2017-06-23T11:41:00Z,F,22.0799999237061,141.5,66.5,128.52346,50,,58
