---
source: R[v4.5.0]::data.table[v1.17.0]::fwrite
creation_time_utc: 2025-08-18 13:52:36
schema:
  fields:
  - name: species
    type: character
  - name: year_
    type: integer
  - name: nest
    type: character
  - name: male_id
    type: integer
  - name: female_id
    type: integer
  - name: lat
    type: numeric
  - name: lon
    type: numeric
  - name: initiation
    type: POSIXct
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
species,year_,nest,male_id,female_id,lat,lon,initiation
PESA,2006,P810,,221113021,71.31347,-156.64706,2006-06-20T00:00:00Z
PESA,2006,P104,,199177412,71.31685,-156.64134,2006-06-22T00:00:00Z
PESA,2006,P407,,221113001,71.31807,-156.66817,2006-06-19T00:00:00Z
PESA,2006,P812,,199177399,71.31561,-156.65096,2006-06-16T00:00:00Z
PESA,2006,P811,,221113020,71.31404,-156.65418,2006-06-21T00:00:00Z
PESA,2006,P904,,221113095,71.31182,-156.66357,2006-06-16T00:00:00Z
PESA,2006,P813,,199124693,71.31519,-156.66784,2006-06-19T00:00:00Z
PESA,2006,P905,,221113039,71.3145,-156.64981,2006-06-26T00:00:00Z
PESA,2006,P903,,221113006,71.31703,-156.64374,2006-06-17T00:00:00Z
PESA,2006,P814,,221113015,71.31889,-156.64272,2006-06-20T00:00:00Z
PESA,2006,P105,,199177400,71.32066,-156.67229,2006-06-27T00:00:00Z
PESA,2006,P706,,199177403,71.32148,-156.63615,2006-06-28T00:00:00Z
PESA,2006,P815,,221113012,71.31912,-156.63807,2006-06-14T00:00:00Z
PESA,2006,P816,,221113018,71.31861,-156.64409,2006-06-24T00:00:00Z
PESA,2006,P106,,221113037,71.31201,-156.65267,2006-06-25T00:00:00Z
PESA,2006,P707,,221113013,71.31362,-156.6628,2006-06-23T00:00:00Z
PESA,2006,P310,,221113023,71.31662,-156.64533,2006-06-22T00:00:00Z
PESA,2006,P606,,221113038,71.31335,-156.65188,2006-06-26T00:00:00Z
PESA,2006,P708,,221113014,71.32423,-156.64209,2006-06-17T00:00:00Z
PESA,2006,P408,,221113016,71.32152,-156.63855,2006-06-26T00:00:00Z
PESA,2006,P906,,221113002,71.32339,-156.64914,2006-06-26T00:00:00Z
PESA,2006,P311,,221113036,71.31659,-156.6666,2006-06-19T00:00:00Z
PESA,2006,P607,,221113019,71.31961,-156.64478,2006-06-18T00:00:00Z
PESA,2006,P107,,,71.31985,-156.6477,2006-06-22T00:00:00Z
PESA,2006,P709,,221113099,71.32122,-156.64494,2006-06-25T00:00:00Z
PESA,2006,P907,,221113022,71.31892,-156.65531,2006-06-26T00:00:00Z
PESA,2006,P608,,221113025,71.31401,-156.65586,2006-06-19T00:00:00Z
PESA,2006,P710,,221113024,71.32234,-156.64811,2006-06-26T00:00:00Z
PESA,2006,P609,,221113027,71.31159,-156.65166,2006-06-23T00:00:00Z
PESA,2006,P908,,221113028,71.31152,-156.65723,2006-06-19T00:00:00Z
PESA,2006,P909,,221113029,71.32091,-156.63591,2006-06-14T00:00:00Z
PESA,2006,P910,,199124691,71.3241,-156.63765,2006-06-18T00:00:00Z
PESA,2006,P911,,221113009,71.31734,-156.65748,2006-06-26T00:00:00Z
PESA,2006,P312,,221113040,71.3178,-156.65228,2006-06-27T00:00:00Z
PESA,2006,P912,,,71.31413,-156.66076,2006-06-26T00:00:00Z
PESA,2006,P913,,221113033,71.31135,-156.65692,2006-06-23T00:00:00Z
PESA,2007,P401,,199177397,71.32098,-156.67022,2007-06-08T00:00:00Z
PESA,2007,P801,,199124561,71.32032,-156.66088,2007-06-10T00:00:00Z
PESA,2007,P301,,199124563,71.32141,-156.65934,2007-06-11T00:00:00Z
PESA,2007,P601,,221113845,71.3193,-156.66233,2007-06-14T00:00:00Z
PESA,2007,P302,,199124564,71.31401,-156.66355,2007-06-09T00:00:00Z
PESA,2007,P701,,199124565,71.32177,-156.65927,2007-06-19T00:00:00Z
PESA,2007,P303,,199124571,71.32337,-156.64008,2007-06-12T00:00:00Z
PESA,2007,P304,,199124566,71.32175,-156.65488,2007-06-17T00:00:00Z
PESA,2007,P305,,199124562,71.32281,-156.65301,2007-06-16T00:00:00Z
PESA,2007,P602,,199124574,71.32046,-156.64489,2007-06-11T00:00:00Z
PESA,2007,P604,,199124567,71.31888,-156.6511,2007-06-19T00:00:00Z
PESA,2007,P501,,199124575,71.32162,-156.64076,2007-06-19T00:00:00Z
PESA,2007,P402,,,71.31592,-156.65065,2007-06-14T00:00:00Z
PESA,2007,P404,,221113851,71.32291,-156.66473,2007-06-22T00:00:00Z
PESA,2007,P403,,199124570,71.32244,-156.65299,2007-06-21T00:00:00Z
PESA,2007,P502,,199124568,71.3212,-156.64879,2007-06-14T00:00:00Z
PESA,2007,P201,,199124576,71.31673,-156.64515,2007-06-19T00:00:00Z
PESA,2007,P503,,199124577,71.32198,-156.65249,2007-06-18T00:00:00Z
PESA,2007,P901,,,71.326,-156.64581,2007-06-22T00:00:00Z
PESA,2007,P702,,199124573,71.32091,-156.66021,2007-06-24T00:00:00Z
PESA,2007,P605,,199124578,71.3192,-156.65484,2007-06-22T00:00:00Z
PESA,2007,P606,,221113848,71.31971,-156.6548,2007-06-22T00:00:00Z
PESA,2007,P802,,221113852,71.32509,-156.64433,2007-06-20T00:00:00Z
PESA,2007,P902,,,71.32114,-156.64787,2007-06-22T00:00:00Z
PESA,2007,P306,,,71.31599,-156.66829,2007-06-22T00:00:00Z
PESA,2007,P803,,199124579,71.32438,-156.63938,2007-06-24T00:00:00Z
PESA,2007,P903,,199124580,71.31768,-156.65223,2007-06-25T00:00:00Z
PESA,2007,P703,,199124569,71.31936,-156.64223,2007-06-25T00:00:00Z
PESA,2007,P704,,221113862,71.32275,-156.63496,2007-06-23T00:00:00Z
PESA,2007,P705,,221113861,71.32521,-156.64391,2007-06-24T00:00:00Z
PESA,2007,P804,,199124566,71.32238,-156.65453,2007-06-26T00:00:00Z
PESA,2007,P706,,221113863,71.31257,-156.66436,2007-06-19T00:00:00Z
PESA,2008,P301,,233113038,71.32049,-156.6598,2008-06-13T00:00:00Z
PESA,2008,P501,,233113138,71.31315,-156.655,2008-06-13T00:00:00Z
PESA,2008,P201,,233113136,71.31869,-156.6404,2008-06-15T00:00:00Z
PESA,2008,P302,,233113109,71.32318,-156.6453,2008-06-18T00:00:00Z
PESA,2008,P202,,233113236,71.31854,-156.6646,2008-06-15T00:00:00Z
PESA,2008,P702,,233113245,71.32099,-156.6434,2008-06-14T00:00:00Z
PESA,2008,P303,,233113137,71.31439,-156.6528,2008-06-13T00:00:00Z
PESA,2008,P304,,233113145,71.31288,-156.6535,2008-06-18T00:00:00Z
PESA,2008,P203,,233113130,71.32324,-156.6534,2008-06-18T00:00:00Z
PESA,2008,P402,,233113246,71.32149,-156.6385,2008-06-26T00:00:00Z
PESA,2008,P401,,233113124,71.32081,-156.6597,2008-06-17T00:00:00Z
PESA,2008,P901,,233113110,71.32407,-156.6647,2008-06-20T00:00:00Z
PESA,2008,P305,,233113231,71.31851,-156.6493,2008-06-17T00:00:00Z
PESA,2008,P204,,233113144,71.31657,-156.6613,2008-06-19T00:00:00Z
PESA,2008,P101,,233113133,71.32322,-156.6508,2008-06-23T00:00:00Z
PESA,2008,P102,,233113143,71.32541,-156.6452,2008-06-18T00:00:00Z
PESA,2008,P307,,233113132,71.32199,-156.654,2008-06-20T00:00:00Z
PESA,2008,P205,,233113253,71.32066,-156.6595,2008-06-23T00:00:00Z
PESA,2008,P703,,233113251,71.31462,-156.6437,2008-06-17T00:00:00Z
PESA,2008,P206,,233113250,71.31379,-156.6626,2008-06-18T00:00:00Z
PESA,2008,P904,,233113146,71.32178,-156.643,2008-06-18T00:00:00Z
PESA,2008,P308,,233113247,71.31789,-156.6504,2008-06-19T00:00:00Z
PESA,2008,P208,,,71.31367,-156.657,2008-06-18T00:00:00Z
PESA,2008,P309,,233113135,71.31557,-156.6571,2008-06-17T00:00:00Z
PESA,2008,P801,,233113151,71.3138,-156.6484,2008-06-13T00:00:00Z
PESA,2008,P209,,233113153,71.31951,-156.642,2008-06-18T00:00:00Z
PESA,2008,P312,,233113243,71.32214,-156.647,2008-06-14T00:00:00Z
PESA,2008,P705,,233113235,71.32117,-156.6321,2008-06-16T00:00:00Z
PESA,2009,P101,,250103913,71.32367,-156.66594,2009-06-16T00:00:00Z
PESA,2009,P102,,250103963,71.32008,-156.65609,2009-06-17T00:00:00Z
PESA,2009,P201,,250103915,71.32556,-156.66823,2009-06-06T00:00:00Z
PESA,2009,P202,,250103914,71.32673,-156.66867,2009-06-11T00:00:00Z
PESA,2009,P203,,250103999,71.31779,-156.65494,2009-06-27T00:00:00Z
PESA,2009,P205,,250103958,71.31722,-156.6569,2009-06-13T00:00:00Z
PESA,2009,P301,,250103916,71.32108,-156.64222,2009-06-12T00:00:00Z
PESA,2009,P302,,250103815,71.32208,-156.66222,2009-06-19T00:00:00Z
PESA,2009,P401,,250103912,71.32306,-156.66771,2009-06-17T00:00:00Z
PESA,2009,P602,,250103946,71.31806,-156.64677,2009-06-25T00:00:00Z
PESA,2009,P801,,250103899,71.318,-156.64781,2009-06-15T00:00:00Z
PESA,2009,P802,,250103826,71.31965,-156.66919,2009-06-15T00:00:00Z
